x,y
-10.3433,9.1717
-10.8531,6.3165
-10.7503,7.8665
-7.6098,14.4436
-9.8095,10.2541
-12.3836,8.6801
-9.2352,11.1478
-10.1709,11.3568
-10.8317,8.0733
-8.7664,11.9948
-10.9113,8.2434
-10.8524,8.2698
-10.1252,11.1384
-9.8098,10.1343
-11.0303,8.1580
-10.9787,9.2674
-9.1832,11.7000
-8.4273,12.0451
-10.3792,8.9398
-9.3924,8.7634
-10.5509,11.5601
-10.2463,9.5870
-9.9012,11.3539
-9.4231,10.8923
-8.2655,10.4624
-9.3180,12.2532
-7.3318,14.8257
-8.0199,14.4447
-10.0391,10.7690
-11.4498,6.0328
-11.8972,7.4056
-11.0138,7.4630
-10.3566,8.0908
-9.1958,12.0491
-12.2532,8.8307
-11.4139,6.6266
-9.8417,10.0417
-9.0248,12.2891
-10.5916,7.3201
-13.0351,4.2585
-9.5180,11.5374
-8.9055,12.1947
-10.4424,9.1910
-11.3336,7.7171
-9.8967,10.8897
-8.9477,13.8856
-8.0544,12.1891
-10.3260,7.7386
-9.4771,13.3455
-9.1801,11.3656
-10.0442,8.6688
-9.4673,8.9507
-10.1972,10.7072
-8.5630,13.8173
-10.7023,9.7081
-10.3540,7.6405
-6.9433,14.8433
-7.3132,14.6829
-11.3309,7.3667
-8.8617,12.8825
-9.7977,10.6052
-9.8278,10.4613
-10.8262,9.8505
-8.9912,10.1320
-9.7884,10.9343
-12.4460,8.3456
-11.6219,7.6363
-10.1354,9.6253
-11.1787,8.0544
-8.6136,11.1194
-7.3603,15.0457
-8.8716,13.0729
-12.2589,5.7144
-11.0849,10.0351
-9.0933,11.5077
-10.0941,9.0856
-9.7529,9.8479
-11.3961,9.4946
-9.6671,9.7262
-10.8334,8.8321
-9.6486,12.0048
-9.3023,9.9926
-8.1504,14.3373
-8.3498,12.2360
-9.6127,11.3036
-9.5417,10.3505
-11.0474,11.6109
-10.3905,8.7279
-10.2839,10.7440
-10.2066,9.1523
-9.5827,11.0592
-9.0523,12.0325
-8.0721,13.2065
-8.8335,11.9572
-8.7235,13.1534
-10.6861,10.6573
-10.3128,9.8502
-8.6968,14.0530
-10.2368,8.4801
-9.6561,10.1792
-10.0884,9.4382
-12.1646,7.6348
-10.9386,8.6517
-9.8978,10.5558
-10.1800,11.1125
-9.3899,9.1845
-9.9382,10.1203
-9.2927,11.4982
-10.6989,9.0980
-9.2988,10.8672
-8.8559,11.8972
-10.2500,7.9025
-9.2332,9.8462
-11.6359,8.0427
-8.7938,12.6794
-11.1797,7.8201
-8.5757,10.8896
-11.4496,9.9756
-10.0995,9.1905
-10.0319,9.4039
-10.5674,10.4781
-10.0483,11.0318
-9.5778,12.3131
-10.4556,9.0085
-9.8178,11.1222
-9.4482,9.7763
-7.5870,14.1863
-10.3110,11.6439
-8.2804,14.3884
-10.0527,9.4313
-8.4601,11.7481
-11.3899,6.8594
-8.7944,10.9783
-10.4177,8.1661
-10.6506,12.1214
-13.1393,5.8862
-8.8004,9.4726
-9.9053,9.0530
-9.1948,13.6606
-8.8761,10.8614
-10.0020,10.9413
-9.6932,9.3026
-8.9824,13.3940
-8.5895,11.4073
-9.2225,8.9575
-11.0587,8.0083
-11.3042,7.2436
-8.8846,11.3335
-9.3669,11.5613
-11.5263,7.1890
-9.3328,11.8336
-11.4057,7.9572
-9.8183,10.9559
-10.3924,9.7048
-8.6504,13.6472
-8.3567,11.6775
-10.6179,8.1148
-9.8353,11.2866
-9.9479,11.3511
-13.8715,5.2344
-11.2531,9.1208
-10.3652,10.4735
-9.2455,12.8051
-12.0169,6.2843
-8.8775,11.4949
-9.6608,9.7953
-7.8229,13.8204
-11.6689,8.7706
-9.6723,8.6123
-9.5833,9.8234
-11.0906,8.7468
-10.8076,10.3125
-9.3686,10.8968
-10.7923,8.4489
-11.3381,8.7415
-9.8775,10.2124
-12.1617,6.1028
-9.4345,11.0607
-8.8837,11.9147
-10.4666,11.2343
-10.0895,10.2057
-8.2169,13.5046
-11.4027,6.6859
-11.3342,9.0329
-10.4582,8.9435
-10.3826,8.7625
-8.5076,12.9156
-9.1814,11.6318
-8.3624,11.5843
-9.4824,12.0631
-10.6077,10.1138
-9.9319,11.1178
-11.1869,6.7858
-10.1267,10.2220
-10.8492,7.8870
-10.5668,8.9426
-8.1769,13.6353
-9.0935,10.9740
-11.4460,8.0051
-9.6754,8.5591
-8.4379,10.9999
-9.0404,11.8157
-9.9820,10.0209
-9.3562,11.9396
-9.0980,11.3436
-9.2828,8.7303
-11.7734,7.2003
-9.8756,9.0530
-10.0680,9.9523
-9.6349,9.6698
-9.2150,11.8950
-10.3716,8.9160
-10.4466,9.5819
-10.0423,7.3810
-10.5462,9.1807
-11.1033,8.5222
-9.1501,11.5933
-7.6892,15.8106
-10.2722,11.0867
-9.0641,12.3169
-8.3703,13.6131
-9.3922,11.1371
-11.1998,7.4904
-9.9750,9.9298
-10.7482,9.7721
-9.7219,10.1669
-8.0535,12.7090
-11.5104,7.8499
-10.1594,10.7383
-11.2949,8.7750
-10.1709,10.6932
-10.9307,10.3462
-11.9454,7.4108
-10.1702,9.9259
-9.5847,11.8534
-11.2977,8.1328
-10.6921,9.6240
-9.0501,11.2629
-11.1203,8.0567
-7.4450,12.5311
-9.7982,12.2210
-13.0827,4.5597
-8.7070,13.2962
-10.3161,9.1665
-8.1647,11.3574
-9.9969,11.4148
-10.4212,7.6105
-9.7733,12.1019
-12.1435,8.3178
-8.1643,12.3752
-10.0670,10.1852
-10.4669,9.2850
-7.9338,12.4509
-11.3738,7.1171
-8.9105,9.3102
-9.8190,10.6564
-9.6887,8.8481
-11.8977,6.6627
-11.0143,9.6908
-10.0623,10.8796
-8.0609,11.7245
-9.3777,11.8275
-9.7747,8.8892
-9.1910,8.2723
-9.7909,10.0939
-9.6075,9.0472
-10.6208,8.9458
-8.8270,11.9622
-11.7587,7.1102
-10.4685,8.8075
-11.3526,8.3593
-13.2334,5.3110
-9.1364,10.5430
-9.9257,9.1555
-9.4846,11.0789
-9.2492,9.5758
-10.3799,8.3229
-8.7962,11.1599
-9.5742,9.1657
-12.3898,5.7749
-9.9690,11.0872
-10.0264,10.4036
-10.4703,9.2686
-9.0792,10.5025
-8.7458,11.8939
-9.1956,10.6835
-11.6885,7.1174
-10.4035,9.0124
-8.9935,11.6468
-10.1205,9.2776
-9.7334,10.4000
-8.8979,12.5426
-3.3108,1.3519
-4.9480,-1.1735
-4.5879,0.5854
-7.9392,1.8180
-4.6070,-0.1795
-2.4444,-3.0466
-2.2846,0.1487
-6.7848,-1.9900
-7.7964,0.9271
-4.7697,0.5691
-3.4995,2.6437
-6.9974,-0.9351
-5.8377,4.8267
-7.1642,-2.6534
-5.5501,3.1499
-4.9912,-2.0851
-6.2188,-0.4384
-2.9566,1.8606
-3.3962,2.5485
-7.9087,1.4326
-3.9842,4.5042
-2.9156,1.4528
-3.8564,3.8379
-5.8916,1.3022
-6.4472,0.2504
-6.7403,-1.7997
-3.2572,-0.6227
-3.7257,8.6283
-3.2465,-3.9210
-6.2171,-0.6981
-7.0534,0.8057
-5.0840,0.6244
-4.3198,0.1974
-4.9519,0.1813
-4.2061,0.6990
-7.7488,-2.5504
-7.4626,0.0999
-3.3724,0.0634
-6.6060,1.8550
-4.6980,-2.4119
-5.6605,-1.0371
-6.5052,1.8157
-6.4852,-0.9464
-6.7749,-2.6895
-4.7084,1.8413
-5.6579,-2.3588
-6.7425,-4.3402
-4.5092,5.8900
-4.8923,2.0113
-3.7641,0.8271
-5.3841,-3.0122
-5.8835,4.4627
-5.6948,-1.4900
-4.0239,0.6367
-3.7678,3.3693
-2.8706,-0.4053
-7.3403,2.2039
-1.2230,6.5711
-4.4058,-0.5304
-4.8966,3.6507
-2.8967,1.7886
-6.3319,-2.6599
-3.9376,2.4312
-4.9491,2.5488
-8.4961,-0.4154
-5.2634,-3.1399
-3.8466,2.1534
-5.5021,-0.2995
-4.8014,0.5787
-4.3289,3.8101
-7.6151,-3.8088
-6.5424,4.3689
-5.2285,2.1390
-5.2797,-0.4387
-4.9626,3.3732
-7.6214,0.1956
-4.0321,0.4653
-2.5436,0.3916
-4.4734,0.0948
-7.1497,4.7943
-2.7038,-1.5125
-3.5620,2.4307
-4.1923,2.2137
-3.8662,4.3871
-4.6569,0.6256
-6.9159,0.7436
-4.9914,2.1301
-4.5826,4.9920
-4.4531,1.1039
-3.4951,-1.8949
-4.4538,5.2078
-5.6958,-0.7545
-5.8709,-5.1370
-3.1254,0.4883
-5.4226,2.7010
-3.1658,-0.9668
-5.9221,-0.3784
-2.8124,3.6103
-6.0073,0.1625
-4.5974,-5.6073
-8.6170,-2.0815
-3.4193,4.2087
-7.4132,-2.8846
-6.2365,2.5441
-3.5596,3.4259
-4.1487,1.3903
-3.4405,0.3582
-4.9896,-1.2567
-3.8141,1.9490
-6.2120,-3.1712
-5.6202,0.7671
-5.1384,4.9223
-3.7361,-0.5873
-5.1487,0.9303
-4.7125,-2.1234
-3.8711,2.7493
-2.2707,-2.4514
-8.1337,-3.6560
-4.3267,2.5821
-7.0388,-1.2956
-4.1042,6.3190
-4.2975,1.4000
-3.9483,1.0868
-5.4204,2.0714
-8.0575,-0.4708
-4.7715,-2.1827
-3.6647,2.7430
-7.2570,-0.6943
-3.8683,-7.8040
-5.9418,-1.5259
-7.3583,0.6227
-1.6531,-1.3346
-4.2356,1.3135
-1.6473,-4.7438
-2.1475,-4.2473
-3.2370,-6.0419
-5.9211,4.5752
-3.9393,1.0521
-7.7161,-1.9521
-4.4723,-3.7016
-5.9882,-0.1269
-3.8433,2.5463
-7.2757,-1.8391
-5.7601,1.5303
-2.2813,-0.0241
-6.3203,1.5339
-6.5769,0.6174
-5.4756,4.5000
-4.4129,0.5087
-8.2933,0.8019
-6.2055,-3.8672
-5.1392,0.8986
-7.5873,-2.3626
-5.9196,-1.0094
-5.4029,1.4623
-5.8336,1.7581
-5.6705,-0.6342
-4.1683,-2.2546
-6.1339,-2.1252
-7.2351,0.0432
-6.3109,-0.7546
-5.2186,-1.0493
-5.6153,-2.1443
-4.6515,3.5804
-4.0654,3.0642
-6.0890,2.2602
-4.7401,0.2616
-6.5874,-1.5197
-2.8947,-4.3519
-2.9951,-2.9089
-6.6115,-1.1158
-5.8900,1.8190
-5.3972,1.6155
-6.5075,1.4939
-3.9182,2.1800
-0.7673,-3.0076
-0.9307,1.0468
-4.8422,4.4076
-5.8119,-1.0509
-6.7359,-4.8697
-2.3229,0.3885
-3.7271,-2.2765
-6.3759,-3.3125
-4.5030,-1.3200
-3.2212,1.0693
-4.3540,2.0605
-2.1731,0.7691
-3.8316,-1.5410
-4.8406,-5.0172
-5.1406,-1.3208
-4.4072,2.8109
-2.2204,2.1425
-2.8856,0.8438
-5.1119,-0.8907
-3.3775,-1.6232
-5.7411,1.2264
-3.1768,0.2275
-6.6305,0.0704
-8.3391,0.7313
-5.4882,2.1793
-3.6469,-1.4462
-2.0879,-4.0945
-6.0366,-1.2141
-3.4848,2.6575
-4.6251,6.7368
-7.5597,-0.0520
-6.3303,-0.7723
-8.1100,-0.8995
-6.9185,4.8024
-7.8678,-7.4336
-7.1421,-1.4345
-4.9057,3.0266
-3.9511,-0.0449
-3.2449,0.5982
-6.2668,-2.9288
-9.1239,2.2942
-4.5578,-3.8511
-3.5471,-1.4874
-6.8011,2.4352
-2.8281,0.8860
-6.6232,0.5859
-3.6523,2.2837
-3.6159,1.3485
-4.3954,-8.3469
-3.7128,4.8584
-3.7542,0.3962
-3.7867,0.8020
-6.3075,0.1476
-7.0040,-2.5571
-7.2332,-3.5515
-3.1854,4.6709
-5.8534,-1.6346
-6.0845,0.4303
-3.6532,0.0389
-4.4375,-0.1606
-5.1983,2.4730
-5.4423,0.8360
-5.5625,-0.0171
-4.8623,-1.4775
-4.5805,1.5205
-6.1092,1.5008
-4.6496,-3.3669
-4.7086,1.8701
-3.0473,3.5131
-4.5386,7.3615
-6.5622,-2.5905
-4.3575,-1.6342
-3.3979,-6.1432
-5.4928,-0.6076
-5.5186,-2.9276
-5.2041,0.0590
-5.9042,1.0368
-4.3333,-2.5502
-4.6340,0.2327
-6.4268,3.0850
-3.1118,-2.5721
-7.6785,-3.8063
-4.3484,2.1900
-5.1248,0.3047
-5.1478,0.1027
-5.2727,3.7779
-1.9873,-0.7769
-1.1842,-0.3428
-2.6988,-0.5429
-5.2344,-4.5515
-4.0347,-4.4872
-4.8797,-3.3669
-7.0604,-0.5541
-6.3575,-4.3287
-4.9786,4.8107
-4.8222,2.5167
-7.8536,2.7375
-3.5013,-1.2794
-5.1964,-0.4299
-3.1684,-1.3913
-4.8357,0.8046
-3.8037,1.6468
-2.2972,0.2911
-4.5437,-0.2168
-4.9368,-1.7848
-5.6211,4.4585
-3.6396,-3.2839
-4.8808,-0.4244
-4.8786,-0.1381
-6.1764,2.4810
-5.1585,-2.7803
-7.8241,-4.1320
-3.1480,4.9583
-2.8911,-0.2593
-5.8505,-2.7840
-3.2936,1.5366
-9.1812,1.8773
-4.4765,-2.7343
-0.7734,-1.4482
-3.7701,2.4270
-5.3952,-3.0451
-3.0038,0.4478
-2.9736,2.2140
-2.8681,-2.7888
-6.3282,-3.6713
-5.1265,1.2050
-6.7032,-2.5949
-4.5569,-4.3298
-4.7932,3.4629
-7.6317,-0.8181
-0.9539,2.0810
-7.3532,-4.7119
-6.1665,-1.7511
-2.1781,0.3189
-3.7975,2.6569
-7.1271,-1.7683
-2.5981,-2.4668
-5.7808,-0.0850
-3.6484,-0.6565
-2.9801,-3.8519
-5.3221,0.4680
-4.4946,1.1690
-5.5343,-0.8931
-4.1409,-2.4968
-6.7908,-1.2744
-2.6829,0.2043
-6.0519,-0.0182
-1.5751,0.7409
-4.7835,-4.0385
-2.9570,0.3428
-5.0213,2.7423
-4.1293,-4.7535
-6.8655,-2.1046
-6.2094,3.3081
-4.0063,3.7700
-4.3801,0.8144
-8.5217,-4.1439
-3.9664,0.4826
-6.3767,0.3795
-5.1343,0.0671
-3.5573,-2.8050
-4.5146,-4.8377
-3.1623,0.8610
-5.1285,-2.7657
-3.2194,5.8081
-4.0501,0.1738
-1.2367,-0.1748
-4.8510,2.7035
-5.5910,0.7626
-7.0358,3.5689
-2.9929,-4.6576
-3.5554,5.7951
-3.8450,0.1849
-4.9019,-1.7999
-3.9195,-0.0110
-6.3322,-4.1618
-5.8991,2.4352
-1.8144,-3.0965
-5.9761,0.2126
-4.2634,-4.7605
-5.3000,1.9661
-5.3725,-3.0069
-6.8578,-2.1073
-6.8245,-0.0851
-3.8889,0.5600
-7.5859,-2.0378
-6.1357,4.4418
-4.8345,-1.8430
-5.2575,1.6856
-5.5458,1.3341
-2.8581,-2.9205
-1.3605,6.4813
-1.8298,0.0441
-5.7075,1.0612
-5.0211,1.2919
-6.8273,-2.5179
-7.9094,2.5371
-7.5987,1.9558
-8.7730,-5.4511
-4.7449,5.4103
-2.5529,-0.0292
-7.0936,2.8129
-4.4252,2.3398
-5.0610,-0.9381
-6.1275,3.6626
-4.8962,1.0971
-6.9076,-4.7600
-2.7289,0.2850
-3.6809,2.6240
-2.1719,-2.5648
-6.6522,0.7765
-3.5260,-0.6676
-3.4848,-0.1453
-3.9857,2.9405
-5.0262,-2.3688
-1.8146,-0.2248
-5.7178,-4.4182
-4.6035,-1.6586
-3.8291,-6.8687
-8.1427,0.3830
-4.0695,-1.1007
-5.4718,-4.3488
-6.2656,-2.7851
-4.6790,0.0387
-4.6758,-1.3372
-5.2305,2.2871
-2.0763,3.6375
-6.2167,-1.0519
-5.7150,-4.5232
-3.7800,-1.1389
-5.9260,-4.0728
-5.9554,2.7836
-7.6970,-1.8120
-5.4891,7.2999
-6.7613,-3.4023
-5.6918,-2.0651
-5.2614,2.3109
-7.7526,-2.2496
-4.9209,0.0518
-4.3831,4.1655
-6.8220,-0.0738
-5.8397,-0.7538
-6.7474,-0.8317
-5.0815,1.4975
-7.9841,-0.2264
-4.0212,1.2575
-3.5626,-2.4781
-5.4466,-3.7247
-7.3283,-0.4943
-2.0387,0.1995
-5.7696,0.2715
-4.6856,1.2016
-5.7176,0.1555
-3.7950,3.7997
-5.3428,-1.4242
-6.2599,-1.9103
-7.1272,-1.5382
-5.2634,2.1782
-5.9770,1.6395
-6.2311,-0.0318
-5.2079,2.0128
-8.0198,-1.6895
-6.1257,0.8858
-5.8436,0.0490
-3.7856,2.5051
-5.9169,1.3372
-1.9348,0.9529
-4.9556,-2.3060
-3.1088,-4.7679
-3.7844,-1.2337
-2.4504,-5.0448
-4.1762,-1.0772
-5.3906,0.4599
-7.3058,4.9145
-3.3570,0.6456
-5.2105,-0.0594
-7.1370,-0.1600
-4.1139,0.0082
-5.4439,0.2384
-5.6233,-1.2857
-8.1823,3.8272
-5.5471,0.1709
-4.4687,3.9672
-8.1778,4.4548
-4.3844,1.2032
-7.3829,4.1066
-4.9338,-0.4360
-3.0734,-1.5824
-1.6305,-1.3064
-3.0618,2.7022
-6.6468,1.7273
-4.1522,-1.2851
-2.5669,1.6064
-6.6075,-1.1161
-6.1235,2.4989
-2.6915,2.1614
-5.4732,1.3133
-3.9753,0.0011
-1.2469,-0.3838
-7.0076,-2.5190
-6.2987,-2.5587
-6.7276,-5.8354
-5.0620,-1.7996
-6.9904,1.3738
-1.6556,2.1216
-2.3768,-0.8639
-1.5478,0.1713
-7.3327,3.3455
-3.1959,-0.1465
-5.0538,0.0904
-5.8301,3.6022
-4.4427,-0.0127
-5.1344,-0.9082
-4.0292,2.0365
-7.1261,-2.0028
-5.2345,-2.1562
-6.4672,-0.2812
-7.7724,-1.3496
-4.9429,1.1492
-5.3290,-3.4474
-5.8596,3.8069
-5.1573,3.6538
-4.7739,0.5222
-4.3094,3.7996
-7.5788,-2.8744
4.4682,3.6535
5.6500,7.1482
6.0000,6.8524
6.2636,5.2995
8.3646,8.5292
5.6297,7.8763
8.0208,8.4065
6.1680,7.6424
7.6499,8.5648
7.6781,0.0017
7.7947,2.6905
8.6742,6.5994
5.7406,6.8222
8.4857,6.6207
6.8405,7.0641
7.3524,8.6524
8.9288,6.9225
7.9819,10.4477
9.0927,6.2903
8.1033,9.6111
7.1081,4.2748
6.7201,5.3449
7.1593,7.5320
8.7624,5.8779
7.9049,3.1738
7.4021,2.8295
8.1744,4.9760
7.3563,7.1816
5.9998,4.7543
7.8396,7.4358
7.5328,13.5377
4.8739,9.2552
6.3990,4.0436
9.0100,4.2532
8.9215,6.0179
7.1711,10.3218
6.9581,8.1244
7.7227,8.1810
7.7039,6.6998
8.1353,10.8199
7.2005,7.7225
5.4738,4.7844
5.0901,7.7873
8.7528,5.2266
4.7897,11.3577
6.8225,10.6464
6.8387,6.9718
4.8100,9.4912
5.6996,8.0642
9.2213,8.2035
7.5284,6.9815
5.9013,7.9532
9.5225,10.2991
7.1557,8.5654
6.0809,5.9969
9.1249,10.7582
4.7640,6.9320
5.2591,0.7198
8.9684,6.6421
7.6644,5.5194
7.2785,9.9073
5.1411,6.7431
7.4981,4.2922
7.1581,6.5451
7.9344,6.8631
6.4677,5.2616
6.0116,11.2767
6.1467,6.3982
8.4770,7.9463
6.3536,5.9065
7.7275,6.3514
6.4140,5.3647
4.8720,1.7618
8.2596,6.7064
5.4702,7.7113
7.1425,3.8614
8.3823,3.2549
4.7348,7.2184
5.9052,4.8746
4.8383,5.3415
5.9683,5.0768
8.5400,5.3568
5.6051,7.2811
5.7329,6.2933
8.2141,6.2881
10.2466,7.4565
5.7378,7.8834
8.5854,8.7595
5.5361,9.4975
8.5874,6.6167
6.1693,3.2571
5.5768,3.8538
8.6908,4.6778
5.7633,6.5163
7.1230,4.6782
8.8973,6.9119
5.0152,8.1852
8.4644,5.5435
9.4034,5.5300
7.7269,4.5178
6.2162,5.0987
6.9023,9.4619
7.7290,8.7963
5.8018,8.7271
7.5827,6.4847
9.2381,5.0252
6.5185,5.2766
3.8982,4.8505
6.8452,11.0268
6.6860,6.0080
5.7427,10.2196
6.4521,8.5392
7.7564,5.6394
6.3478,9.2334
5.2917,5.3362
6.2697,9.4940
8.8536,2.7998
7.9988,3.9009
7.4203,7.3965
7.4728,5.6764
7.7063,3.2439
8.3644,10.4392
5.4597,2.5315
7.6737,6.5573
6.2955,6.7848
8.6884,8.2761
8.0121,6.4464
5.4840,1.2784
6.2861,6.3048
8.4564,7.6963
6.1590,8.1620
7.6732,3.5695
7.7854,2.8599
5.3254,6.6340
7.0173,7.6423
6.8783,6.9221
8.3368,7.8944
8.4664,8.0626
9.2824,6.8252
6.2747,8.3023
7.2092,4.5448
5.5281,4.1249
6.1593,7.5631
6.8818,4.9151
6.7147,7.1722
8.1789,6.1158
6.7100,7.7760
7.4572,12.5001
6.2920,9.5571
5.7804,3.9903
6.2787,6.4242
6.9299,9.9932
6.9687,8.0338
7.0214,6.0290
6.0431,10.8680
5.6081,8.7629
6.9708,5.9723
9.1188,7.6599
5.8049,6.9277
6.5341,8.4703
6.8536,7.5391
7.5732,2.6314
8.3520,8.2606
5.4462,11.0813
7.6165,8.1354
7.5296,6.0444
5.3161,8.1743
5.7219,7.5936
4.4451,5.6262
6.6773,5.9513
7.0422,8.2292
8.1028,3.5116
7.6809,6.7119
9.0810,9.0925
7.0440,11.3879
5.5002,7.7462
5.4057,9.4290
8.0383,2.9252
8.0593,5.7971
4.7284,7.9889
5.2489,0.9715
5.2758,7.0943
4.8910,5.6093
7.1409,7.3755
8.9372,5.8581
7.9098,10.3217
5.3059,3.0284
6.1426,7.9397
8.2333,5.8688
8.8939,8.0803
8.9102,5.9758
9.0764,5.6907
5.7926,7.2771
6.4528,3.3675
8.1922,6.3868
6.3811,6.7731
6.7627,9.4184
7.7686,5.6847
7.8939,5.8740
6.6407,5.6760
6.4830,7.3578
8.1507,6.9316
7.7098,7.8953
8.1571,5.5393
8.4683,8.4496
6.7024,5.3843
6.1874,8.4449
9.7029,6.4039
8.8964,11.3050
5.6304,9.1462
6.5310,8.1628
6.2024,4.6574
6.2356,7.2843
8.0776,5.7314
7.3404,7.3112
6.0541,7.2819
7.3366,3.9214
4.1225,5.9610
5.4283,6.1737
7.7887,8.5374
6.0978,8.1421
7.5059,8.6204
6.3293,6.1051
6.3976,9.0180
8.4828,7.6302
9.4919,11.1902
4.9403,9.0847
6.1747,5.4854
6.1354,10.7286
7.1712,7.8586
7.4696,4.8915
5.2562,7.9495
4.1443,9.8319
8.3287,5.6336
7.4058,4.3159
6.7721,4.1063
5.6378,1.8670
6.3178,3.5696
6.0177,6.1034
5.8069,8.8255
9.3482,8.3416
5.7991,7.3512
5.9046,4.2404
7.2722,8.5680
8.1576,9.0581
7.6792,7.2925
9.1374,11.0810
8.3751,6.2767
8.6485,8.2563
5.6742,8.5473
7.6881,3.3521
6.0462,11.2899
5.5233,6.6282
3.8322,9.7415
7.3611,1.9218
6.3165,6.8385
7.7360,6.3016
5.4201,6.1265
8.1855,4.8850
5.0046,5.8920
7.7208,7.2047
7.4067,9.9607
7.6203,5.5029
6.9992,8.6275
7.3641,6.8881
7.3480,6.8321
5.2992,4.7695
7.8447,5.1006
8.4883,7.5296
5.3710,6.6364
7.0587,9.5596
7.9400,9.8411
6.8525,11.9032
8.3259,8.9717
6.7151,5.7671
